C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_39_808.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_39_808.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_39_808.jpg, 0, 0, 0, 7.845338E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_39_908.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_39_908.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_39_908.jpg, 0, 0, 0, 7.877364E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_010.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_010.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_010.jpg, 0, 0, 0, 7.971406E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_113.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_113.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_113.jpg, 0, 0, 0, 7.809827E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_216.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_216.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_216.jpg, 0, 0, 0, 7.762219E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_317.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_317.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_317.jpg, 0, 0, 0, 8.062649E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_418.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_418.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_418.jpg, 0, 0, 0, 7.825369E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_521.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_521.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_521.jpg, 0, 0, 0, 7.789837E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_622.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_622.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_622.jpg, 0, 0, 0, 8.169196E-05
C:\Users\ggtx0\Desktop\Data\IMG\center_2020_01_26_15_08_40_725.jpg, C:\Users\ggtx0\Desktop\Data\IMG\left_2020_01_26_15_08_40_725.jpg, C:\Users\ggtx0\Desktop\Data\IMG\right_2020_01_26_15_08_40_725.jpg, 0, 0, 0, 8.045655E-05
